Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,sentiment,clean_text,topic,keywords
520379,B0041O89M2,ATUDSL04QKLE6,"Pat ""NanaPat""",3,4,5,1298332800,Fantastic Waffles!,"I always purchase Krusteaz products when they are available as you cannot get a better product.<br />Best waffles ever!  Great bargain, always can expect a good deal from Amazon.",positive,i always purchase krusteaz products when they are available as you cannot get a better product best waffles ever great bargain always can expect a good deal from amazon,-1,"purchase krusteaz,krusteaz products,best waffles"
398916,B001D09KAM,A36O7RRPGI5C1W,veebee,2,2,5,1335139200,Yummy!,I can't believe these are healthy for you as they are so yummy. I love them. I will be ordering more in the near future.,positive,i can t believe these are healthy for you as they are so yummy i love them i will be ordering more in the near future,5,"healthy yummy,healthy,yummy"
157990,B001EO5RFE,A3A5OR5DV04CVL,Mary Mcdonnell,1,1,5,1275004800,The best!,Nature's Path Organic Flax Plus Pumpkin Granola Cereal is one of the best cereals I've ever tried.,positive,nature s path organic flax plus pumpkin granola cereal is one of the best cereals i ve ever tried,11,"best cereals,cereal best,organic flax"
254835,B007PA32L2,ABP7SNMWBVBYB,"Ronald J. Eubanks ""Ronyon1""",1,1,5,1322524800,"I dont even like flavored coffee, but.....","This coffee is fantastic. I dont even like flavored coffee, but I think this one is the exception. I tried it on a whim, because I am a sucker for pumpkin anything, and now I am hooked on it. I brew it using the medium size selection and it it perfect every time.",positive,this coffee is fantastic i dont even like flavored coffee but i think this one is the exception i tried it on a whim because i am a sucker for pumpkin anything and now i am hooked on it i brew it using the medium size selection and it it perfect every time,1,"flavored coffee,coffee fantastic,coffee"
280194,B0018CDUOW,A3BAKCP44SYYEB,skw,0,0,5,1318204800,Prairie Dog Food,"Prairie dry dog food is difficult to find locally, so quite pleased that Amazon.com solves my dilemma.  Thank you so much.",positive,prairie dry dog food is difficult to find locally so quite pleased that amazon com solves my dilemma thank you so much,0,"dog food,dry dog,prairie dry"
406973,B0030F70HI,A2ZG7281DIDJWG,"Jamesdooo ""jamesdooo""",1,1,4,1266624000,my dog loves em,"we were looking for something heather than raw hides (Our vet always talked about her weight)and i read a article about how good sweet potatoes are for pooches so i gave em a chance. the dog, a border collie lab mix loved em and quickly forgot about raw hides end of story and we all lived happily ever after. the end.",positive,we were looking for something heather than raw hides our vet always talked about her weight and i read a article about how good sweet potatoes are for pooches so i gave em a chance the dog a border collie lab mix loved em and quickly forgot about raw hides end of story and we all lived happily ever after the end,0,"hides vet,raw hides,collie"
430393,B005K4Q1T0,A21VRPTG99PC3K,Dianne F Simonini,12,15,2,1323216000,The description does not mention that it is sugar-free,"Had I known this cocoa was sugar-free, I would not have purchased it. I realize that this will not bother some people, but I really don't like the aftertaste of fake sugar.  In the interest of fairness, this did not seem to trouble my nephew!  Just update the description.",negative,had i known this cocoa was sugar free i would not have purchased it i realize that this will not bother some people but i really don t like the aftertaste of fake sugar in the interest of fairness this did not seem to trouble my nephew just update the description,-1,"cocoa sugar,fake sugar,sugar free"
146886,B005GRCWDU,A1NBXGOYDE9ORV,M. Hendry,0,0,5,1329004800,smooth and bitter free,Having tried many different ground coffee for my espresso maker this one is rich and tasty.<br />Where it really stands out for me and my family is there is no bitter taste that is present in a lot of other coffee we have tried.,positive,having tried many different ground coffee for my espresso maker this one is rich and tasty where it really stands out for me and my family is there is no bitter taste that is present in a lot of other coffee we have tried,1,"ground coffee,coffee espresso,espresso"
297439,B00394JNAW,A246JFJ9Q6N1OM,Natalie,5,5,5,1304985600,Love it,"This is what you need if you want to make not good, not great but beyond amazing pizza dough. I've been making pizza for a decade and I thought I know what I was doing and what to use... and then, I tried this flour. Wow! Big deference: it has more elasticity to it so makes for easier tossing, and then the taste... poems should be written about the taste.<br />I've learned about Antimo Caputo ""00"" flour on Taylor's Ultimate episode - the ultimate pizza, it's where he goes to NYC, then to Italy, Naples and learns how to make pizza dough. The Italian woman who is teaching him shows him this flour and says that this is the only kind that pizzerias throughout Naples use. `Nuff said.",positive,this is what you need if you want to make not good not great but beyond amazing pizza dough i ve been making pizza for a decade and i thought i know what i was doing and what to use and then i tried this flour wow big deference it has more elasticity to it so makes for easier tossing and then the taste poems should be written about the taste i ve learned about antimo caputo flour on taylor s ultimate episode the ultimate pizza it s where he goes to nyc then to italy naples and learns how to make pizza dough the italian woman who is teaching him shows him this flour and says that this is the only kind that pizzerias throughout naples use nuff said,7,"pizza dough,dough italian,making pizza"
557016,B000H0ZJHW,A3OPFJ51F7Z3Z7,Jacquie,2,3,1,1324425600,My dog doesn't like them!,"My yellow lab, who loves any and all food, does not like these! I get them out and she doesn't come running, so that's the perfect indication. I pull out some other snacks to lure her into her crate and she bounds in - but not with these!",negative,my yellow lab who loves any and all food does not like these i get them out and she doesn t come running so that s the perfect indication i pull out some other snacks to lure her into her crate and she bounds in but not with these,0,"yellow lab,pull snacks,snacks lure"
246504,B002D4DY8G,AVZ1SYMD26S4R,Peggy Jentoft,0,1,5,1258934400,Smells great and OMG! This is GOOD!,"The first taste of the black coffee was somewhat bitter with a clean chocolate after taste. The addition of Sugar mellowed it out and eliminated the bitterness. The addition of milk turned it into ambrosia. I kind of expected to be disappointed because other chocolate flavored coffees I've tried have not been very good. This is good, the chocolate flavor is excellent.  The smell is absolutely delightful,it drew family members into the kitchen to ask what that wonderful fragrance was.The lovely aroma was so enthralling that the family member who dislikes/hates coffee insisted on having a cup. She loved it sweetened with milk added and will drink it again.  We joked about using it as a room freshener or wearing it as perfume. This is a very fine grind, a rounded tablespoon of coffee to 6 ounces of water makes a very strong brew. It can be diluted and retains its flavor. My husband loved it too and wants me to buy it when it is available. I think this tastes best sweetened.",positive,the first taste of the black coffee was somewhat bitter with a clean chocolate after taste the addition of sugar mellowed it out and eliminated the bitterness the addition of milk turned it into ambrosia i kind of expected to be disappointed because other chocolate flavored coffees i ve tried have not been very good this is good the chocolate flavor is excellent the smell is absolutely delightful it drew family members into the kitchen to ask what that wonderful fragrance was the lovely aroma was so enthralling that the family member who dislikes hates coffee insisted on having a cup she loved it sweetened with milk added and will drink it again we joked about using it as a room freshener or wearing it as perfume this is a very fine grind a rounded tablespoon of coffee to ounces of water makes a very strong brew it can be diluted and retains its flavor my husband loved it too and wants me to buy it when it is available i think this tastes best sweetened,1,"flavored coffees,chocolate flavor,chocolate taste"
291383,B0000GHXSQ,AINWDSHLD3WSM,dpapa550,0,0,4,1324080000,"Great product, quick shipping","I received this product from a friend of mine who is from AZ and immediately fell in love with it.  It's slightly thicker than Tabasco and Trappey's, but not as sour, and with a little bit more heat.  It goes well with almost EVERYTHING.  So, I knew what to expect.<br /><br />I bought two large bottles.  The seller shipped the package quickly, except that the cap on one of the bottles was loose, so the hot sauce leaked a little bit; otherwise, I would have given them 5 stars.  But that won't stop me from buying from them again next time I run out.<br /><br />Highly recommend to those who want a little bit of heat, without having too much of a vinegar base.",positive,i received this product from a friend of mine who is from az and immediately fell in love with it it s slightly thicker than tabasco and trappey s but not as sour and with a little bit more heat it goes well with almost everything so i knew what to expect i bought two large bottles the seller shipped the package quickly except that the cap on one of the bottles was loose so the hot sauce leaked a little bit otherwise i would have given them stars but that won t stop me from buying from them again next time i run out highly recommend to those who want a little bit of heat without having too much of a vinegar base,4,"thicker tabasco,tabasco trappey,tabasco"
138597,B004XWD1AW,A1UYEADWBKIP4D,tomlott,2,4,2,1305763200,Fica tree is not worth the money,The base of the fica tree looks like a child's bucket.  The tree is so small.  The box it came in bent the limbs badly.  Overall a waste of money.,negative,the base of the fica tree looks like a child s bucket the tree is so small the box it came in bent the limbs badly overall a waste of money,-1,"fica tree,base fica,tree looks"
540652,B001D0GV90,A30LG8G6RSA77H,PLB,1,1,5,1185926400,Great Strong Coffee,"If you like strong coffee, this is great stuff.  Some of the Keurig stuff comes out pretty weak if you brew it with the most water.  (My machine has three size settings...)",positive,if you like strong coffee this is great stuff some of the keurig stuff comes out pretty weak if you brew it with the most water my machine has three size settings,1,"strong coffee,stuff keurig,keurig stuff"
542057,B00333QK1O,A6UH48BHD9QN1,Shirl,3,5,4,1316649600,protein bars,I order the Jaybar Fudge Brownie Bars and the Cashew Coconut Bars on a regular basis.  They are a sweet treat with 14 grams of protein and the ingredients are o.k.  I buy them because of the ingredients that are NOT in them and because of the amount of protein that are in them. I store them in the fridge because I like them cold.,positive,i order the jaybar fudge brownie bars and the cashew coconut bars on a regular basis they are a sweet treat with grams of protein and the ingredients are o k i buy them because of the ingredients that are not in them and because of the amount of protein that are in them i store them in the fridge because i like them cold,9,"bars cashew,coconut bars,brownie bars"
505254,B0088Q299I,A37SICXE18029G,Ali,0,0,5,1348963200,"Feed Adam Bulk Organic, Naturally Gluten-free Quinoa Flour, 25 Pounds","I would recommend this flour it is very heathy and a neutral produckt.I will buy it again,as soon as I run out of this bag.",positive,i would recommend this flour it is very heathy and a neutral produckt i will buy it again as soon as i run out of this bag,7,"recommend flour,flour heathy,flour"
226664,B000XKCCV2,A3U4FCEAT75XLS,Cynesige,2,2,5,1315872000,My cats like it and are healthy,"This is a good product.  It's more expensive than typical supermarket cat foods, but you get what you pay for.  Blue Buffalo is one of about a half-dozen upscale, healthier, more expensive cat food brands.  Though there are proponents and detractors of each brand, honestly, they seem all to be on a similar plane in terms of the quality and healthiness of the food (Blue Buffalo, Evo, Innova, Wellness, etc.).  After reading a gazillion websites, I concluded that Wellness Core is probably the healthiest dry food out there, but our three cats don't like it much - it's like feeding string beans day after day to a kid; they just won't eat it.  They *love* the taste of Blue Buffalo.  So we mix 1/2 Wellness Core with 1/2 Blue Buffalo Indoor Cat Dry to try to get the best of both worlds.  I can't overemphasize how much all three of our cats like the taste of the BB dry.  They will eat it as a meal, or mixed in with wet food, or even as their 11 pm snack-treat, when they are at their most finicky and demanding. All three of our cats like a wide variety of the Blue Buffalo flavors, but this particular product (for whatever reason) has really worked out well as the core of their diet.  There's no question that a lot of things improved with our cats, from digestion to fecal habits to coat shininess and smoothness, when we transitioned them over to Blue Buffalo.  I'm very satisfied with Blue Buffalo and with this product.",positive,this is a good product it s more expensive than typical supermarket cat foods but you get what you pay for blue buffalo is one of about a half dozen upscale healthier more expensive cat food brands though there are proponents and detractors of each brand honestly they seem all to be on a similar plane in terms of the quality and healthiness of the food blue buffalo evo innova wellness etc after reading a gazillion websites i concluded that wellness core is probably the healthiest dry food out there but our three cats don t like it much it s like feeding string beans day after day to a kid they just won t eat it they love the taste of blue buffalo so we mix wellness core with blue buffalo indoor cat dry to try to get the best of both worlds i can t overemphasize how much all three of our cats like the taste of the bb dry they will eat it as a meal or mixed in with wet food or even as their pm snack treat when they are at their most finicky and demanding all three of our cats like a wide variety of the blue buffalo flavors but this particular product for whatever reason has really worked out well as the core of their diet there s no question that a lot of things improved with our cats from digestion to fecal habits to coat shininess and smoothness when we transitioned them over to blue buffalo i m very satisfied with blue buffalo and with this product,0,"cat foods,cat food,food cats"
333431,B004UB4WS6,A150XXNO8GKJLE,Kgs,0,0,1,1348444800,Off-putting flavor,"I like to have a jar of curry sauce in the pantry for quick suppers when I don't have time to make it from scratch.  I've been testing several brands, including Maya Kaimal.  The consistency of this sauce is a bit thin compared to most others.  I liked the packaging and the ingredients list.  However, this brand's combination of ingredients was really unpleasant.  There's some sort of sweet, off-putting tinge to this sauce.  I think a Madras simmer sauce should be rather spicy but this particular brand was not for me.  I would not purchase it again.  I've found that <a href=""http://www.amazon.com/gp/product/B001SB4Q8M"">Seeds of Change Simmer Sce, Og, Madras, 12-Ounce (Pack of 6)</a> is much tastier and can't seem to get enough of it!",negative,i like to have a jar of curry sauce in the pantry for quick suppers when i don t have time to make it from scratch i ve been testing several brands including maya kaimal the consistency of this sauce is a bit thin compared to most others i liked the packaging and the ingredients list however this brand s combination of ingredients was really unpleasant there s some sort of sweet off putting tinge to this sauce i think a madras simmer sauce should be rather spicy but this particular brand was not for me i would not purchase it again i ve found that seeds of change simmer sce og madras ounce pack of is much tastier and can t seem to get enough of it,4,"curry sauce,madras simmer,simmer sauce"
493374,B003ULFXWQ,A16JH4ERWMVFJY,"Misha011 ""misha011""",3,3,5,1297036800,favorite green tea,"Numi's Jasmine Green Tea is my favorite green tea. It's pleasant flavored and very nice smelling. What I like best is that if I over steep, it doesn't turn bitter like other green teas. I like a little sweetness so add a spoon of turbinado sugar. This tea can be a little pricey and the grocery store, so I like the 3-pack, which helps lower the price. Amazon used to offer a 6-pack, which was nice because I drink this every day and would not have to order it as frequently. Now I just order 2 of the 3-packs. Other details that make this a standout company in tea bags is that it's organic and free trade.",positive,numi s jasmine green tea is my favorite green tea it s pleasant flavored and very nice smelling what i like best is that if i over steep it doesn t turn bitter like other green teas i like a little sweetness so add a spoon of turbinado sugar this tea can be a little pricey and the grocery store so i like the pack which helps lower the price amazon used to offer a pack which was nice because i drink this every day and would not have to order it as frequently now i just order of the packs other details that make this a standout company in tea bags is that it s organic and free trade,2,"tea pleasant,green tea,green teas"
324497,B002GWFAXW,A1P1MEDLRPXEH8,"James Parkinson ""James""",0,0,5,1313971200,Such a deal!,"It's good, it's inexpensive and it's delivered to your door. What's wrong with this picture? I can't find anything wrong with it myself. I'm sure there will be people who don't appreciate the coffee for one reason or another. I've not met any of them and we've served many cups.",positive,it s good it s inexpensive and it s delivered to your door what s wrong with this picture i can t find anything wrong with it myself i m sure there will be people who don t appreciate the coffee for one reason or another i ve not met any of them and we ve served many cups,1,"coffee reason,appreciate coffee,coffee"
540805,B002ZJ4J7Y,A23JS83P6DI6OE,Ashley D.,0,0,3,1350345600,nuts are great,"These nuts are great and have the best price anywhere. I keep the used containers for storing all sorts of stuff. Laundry detergent, ice melt, coffee, cereal etc. The wide mouth jar lid is easy to spin on and off.",neutral,these nuts are great and have the best price anywhere i keep the used containers for storing all sorts of stuff laundry detergent ice melt coffee cereal etc the wide mouth jar lid is easy to spin on and off,16,"containers storing,jar lid,nuts great"
27287,B002ZJQ3L4,A1YL64NA0K1YMN,Dustin H,7,9,3,1302912000,Salty,"This jerky is okay at best unless you're salt fanatic.  I'm a heavy salter, but this stuff is over the top...",neutral,this jerky is okay at best unless you re salt fanatic i m a heavy salter but this stuff is over the top,17,"salter stuff,heavy salter,salt fanatic"
376242,B009AFH6Y4,A24B622DUKWEKL,kona,8,13,1,1301097600,Nasty!,"If you're looking for a quality cold-pressed coconut oil, this is NOT the one!!! Stay away! When I first opened it, it looked fine and smelled nice and 'coconutty'. Upon melting it to pour into another container, I was appalled at the nasty bacon grease smell and the yellow color. This is a heat-processed oil, likely using poor quality coconut. I will never ever buy this brand again.",negative,if you re looking for a quality cold pressed coconut oil this is not the one stay away when i first opened it it looked fine and smelled nice and coconutty upon melting it to pour into another container i was appalled at the nasty bacon grease smell and the yellow color this is a heat processed oil likely using poor quality coconut i will never ever buy this brand again,13,"coconut oil,quality coconut,bacon grease"
259291,B000H7LVKY,A169N2TE19W6UV,Miss Adela,1,1,5,1199923200,Perfect for adding and snacking..,"I love dried fruit..ALL of it.<br />These are the best dried cherries I have ever had.<br />I was making waffle batter when the UPS truck pulled up and I stopped everything in midstream to open these. I immediately chopped up a couple handfulls and into the waffle batter they went plus a half teaspoon of almond extract.<br />Sooo good. I was eating them out of the bag while I was cooking.<br />So moist, so big so juicy, so perfect.<br />Since then I have made chocolate cookies with almonds,white chunks and cherries. I add them to oatmeal, trail mix and muffin batter.<br />They are the best period.",positive,i love dried fruit all of it these are the best dried cherries i have ever had i was making waffle batter when the ups truck pulled up and i stopped everything in midstream to open these i immediately chopped up a couple handfulls and into the waffle batter they went plus a half teaspoon of almond extract sooo good i was eating them out of the bag while i was cooking so moist so big so juicy so perfect since then i have made chocolate cookies with almonds white chunks and cherries i add them to oatmeal trail mix and muffin batter they are the best period,5,"dried cherries,dried fruit,fruit best"
181071,B007Y59HVM,A10H24TDLK2VDP,William Jens Jensen,0,0,5,1339632000,This is the best one yet!,"""Fog Chaser""...a great description! Extremely fresh. The taste is surprisingly deep and rich for a medium roast, or ""Full City."" I usually drink a darker roast just to get the extra bit of flavor, but this one is even better than San Francisco Bay's French Roast. The only other coffees that come close are <a href=""http://www.amazon.com/gp/product/B006Q822L0"">Brooklyn Bean Roastery ""Fuhgeddaboudit""</a> and <a href=""http://www.amazon.com/gp/product/B006Q82652"">""Cyclone,""</a> two of my other favorites, along with <a href=""http://www.amazon.com/gp/product/B006N3I5DM"">Green Mountain Revv</a>.<br /><br />Keep in mind that these are ""pods"" rather than actual k-cups, so after you open the bag, you will need to seal the unused capsules in a zip bag, preferably in the refrigerator (not the freezer). Doing this, I've never had the coffee go stale. If you like deep, flavorful coffee, I recommend you give this one a try.",positive,fog chaser a great description extremely fresh the taste is surprisingly deep and rich for a medium roast or full city i usually drink a darker roast just to get the extra bit of flavor but this one is even better than san francisco bay s french roast the only other coffees that come close are brooklyn bean roastery fuhgeddaboudit and cyclone two of my other favorites along with green mountain revv keep in mind that these are pods rather than actual k cups so after you open the bag you will need to seal the unused capsules in a zip bag preferably in the refrigerator not the freezer doing this i ve never had the coffee go stale if you like deep flavorful coffee i recommend you give this one a try,1,"flavorful coffee,roast coffees,coffee stale"
474655,B001FA1LJ8,A1IFQYBWHT9P1M,Janice Hoffman,2,2,5,1215388800,the best tea,"I have been drinking this tea for years, and have found it to be the best.  It has gotten very hard to find lately.  But thanks to Amazon, I not only have my favorite tea, but I got it at a fraction of the price.  I couldn't be happier.  thankyou",positive,i have been drinking this tea for years and have found it to be the best it has gotten very hard to find lately but thanks to amazon i not only have my favorite tea but i got it at a fraction of the price i couldn t be happier thankyou,2,"favorite tea,drinking tea,tea"
346487,B001P777DU,A3GHANRF4H0X9I,E. Kunhardt,0,0,4,1287532800,Not bad,"I own the original and REALLY like that one, so I decided to give this a try. I don't know if I expected it to be hot, but I wasn't convinced to reorder this one. It has a hint of something I wasn't liking in my bloody mary; maybe it was the peppers? I wouldn't hesitate to reorder the original, though! Great value here, too.",positive,i own the original and really like that one so i decided to give this a try i don t know if i expected it to be hot but i wasn t convinced to reorder this one it has a hint of something i wasn t liking in my bloody mary maybe it was the peppers i wouldn t hesitate to reorder the original though great value here too,4,"reorder original,peppers,maybe peppers"
280775,B001E5DYG2,A1QEBX9SWWHVNW,Robert B. Wallot,0,0,5,1275782400,34 Degrees Rosemary Crispbread,"These are a light delicious wafer, great for a snack or party with cheese or cold meats or vegetables.",positive,these are a light delicious wafer great for a snack or party with cheese or cold meats or vegetables,-1,"delicious wafer,wafer great,wafer"
199064,B000OQ2DJQ,A29URW3C4M0IC2,Anna Tang,3,3,5,1310256000,Great product!,"Helps me sleep through the night.  And several friends who I've recommended Calm to, they've tried it and love it.  Helps de-stress which so many people need nowadays.  It's also especially good for those who have had lots of calcium in their life and their body may not have absorbed it well.  Great for those who have calcified joints - - decalcifies.  So many benefits.",positive,helps me sleep through the night and several friends who i ve recommended calm to they ve tried it and love it helps de stress which so many people need nowadays it s also especially good for those who have had lots of calcium in their life and their body may not have absorbed it well great for those who have calcified joints decalcifies so many benefits,3,"helps sleep,recommended calm,helps stress"
49018,B001710K88,ABIRBV69E1DAM,Judy,2,2,1,1324857600,Top sirloin steak review,"Received two gifts of Omaha Steaks for Christmas and anxiously looked forward to a holiday meal of steak, twice-baked potatoes and apple tartlets.  However, the steaks were tough and very disappointing-the potatoes and tartlets were delicious.  My anticipation for future meals is now quite diminished.  I will, most definitely, share my experience with the gift givers.  Ins't that a shame?",negative,received two gifts of omaha steaks for christmas and anxiously looked forward to a holiday meal of steak twice baked potatoes and apple tartlets however the steaks were tough and very disappointing the potatoes and tartlets were delicious my anticipation for future meals is now quite diminished i will most definitely share my experience with the gift givers ins t that a shame,-1,"steaks christmas,gifts omaha,omaha steaks"
511998,B0038C6X8A,A3BBCDCHC5U1VK,CAWireless,0,0,5,1323820800,Love this stuff,"I originally became a fan of pouch-based cat food with the Nutro line of pouches. However, Nutro was especially hit by the nasty recall episode from a few years back where a number of pet food manufacturers had contamination issues, and they eventually pulled their pouches. I tried a bunch of canned foods afterwards, but my cats never warmed to any of them like they did the pouches.<br /><br />Wellness came out with their ""healthy indulgence"" line of pouch foods not too long ago, and interestingly the packaging is pretty much identical to the Nutro products, down to the notches to facilitate tearing. I can only imagine that they are using the same manufacturing facilities as Nutro did, but hopefully with a superior product. Everything I've read about Wellness suggests that they make high-quality pet foods. My cats seem to love these as much as they did their old pouch foods. They have now been eating pouch foods almost daily for at least 6-7 years, so I don't have any major concerns about long-term health issues.<br /><br />Overall, these pouches are great. Each single pouch is one serving for one cat, so the costs do add up fast if you have multiple cats and serve this twice a day. I give dry food in the morning and the pouches at night to help conserve costs, but they always finish the Wellness pouches within a half hour, whereas the dry food often sits around unfinished all day. Another plus is that no spoons or forks need to be involved, since you just tear each pouch and shake the contents into the bowl. No mess or debates with spouses about putting cat food forks into the dishwasher with the rest of the dishes!",positive,i originally became a fan of pouch based cat food with the nutro line of pouches however nutro was especially hit by the nasty recall episode from a few years back where a number of pet food manufacturers had contamination issues and they eventually pulled their pouches i tried a bunch of canned foods afterwards but my cats never warmed to any of them like they did the pouches wellness came out with their healthy indulgence line of pouch foods not too long ago and interestingly the packaging is pretty much identical to the nutro products down to the notches to facilitate tearing i can only imagine that they are using the same manufacturing facilities as nutro did but hopefully with a superior product everything i ve read about wellness suggests that they make high quality pet foods my cats seem to love these as much as they did their old pouch foods they have now been eating pouch foods almost daily for at least years so i don t have any major concerns about long term health issues overall these pouches are great each single pouch is one serving for one cat so the costs do add up fast if you have multiple cats and serve this twice a day i give dry food in the morning and the pouches at night to help conserve costs but they always finish the wellness pouches within a half hour whereas the dry food often sits around unfinished all day another plus is that no spoons or forks need to be involved since you just tear each pouch and shake the contents into the bowl no mess or debates with spouses about putting cat food forks into the dishwasher with the rest of the dishes,0,"pouches nutro,pouch foods,pouches wellness"
64161,B001E6EJX8,A363CWAFMIG1A3,C. Maylett,1,2,1,1327449600,Yuck!,"I've been eating PowerBars for years, and thought I'd try a double chocolate Kellogg's Meal Bar.<br /><br />Holy cow! It's like biting into a ground-up mixture of styrofoam and dirt that's been compressed into a semi-solid then dipped in overly sweeten chocolate. The beach sand residue left in my mouth from this thing is horrible. I've got half the bar sitting here in front of me, and I really don't think I can finish it off. Yuck!<br /><br />Judging from the other reviews, maybe these gross, awful things are an acquired taste or maybe my taster is just seriously out of whack. Whatever the case, they're downright nasty! Even the smell is bad!",negative,i ve been eating powerbars for years and thought i d try a double chocolate kellogg s meal bar holy cow it s like biting into a ground up mixture of styrofoam and dirt that s been compressed into a semi solid then dipped in overly sweeten chocolate the beach sand residue left in my mouth from this thing is horrible i ve got half the bar sitting here in front of me and i really don t think i can finish it off yuck judging from the other reviews maybe these gross awful things are an acquired taste or maybe my taster is just seriously out of whack whatever the case they re downright nasty even the smell is bad,9,"eating powerbars,meal bar,chocolate kellogg"
245103,B002FDK8YI,A3CZR0CZLICWZ1,seaside dreaming,0,0,5,1309737600,12 pack handmade Ocarinas from Peru,Great value pack of 12 Ocarinas.  All handmade in Peru with handpainted designs.  Very original and colourful.  Great for an unusual gift or to use for yourself. Very well made and beautifully packaged.  Comes with basic instructions on how to play.,positive,great value pack of ocarinas all handmade in peru with handpainted designs very original and colourful great for an unusual gift or to use for yourself very well made and beautifully packaged comes with basic instructions on how to play,-1,"ocarinas handmade,handmade peru,pack ocarinas"
487444,B002G0CA6O,A3TXPUQ1W32FW0,Fun Shopper,0,0,5,1348963200,The Diet Soda I have been waiting for!!,I have been waiting a long time for a diet soda that has no bad aftertaste and no artificial sweeteners.I found it with the Zevia brand of no calorie sodas . The black cherry soda is one of my favorites and tastes like regular soda. It is cherry licious!!!,positive,i have been waiting a long time for a diet soda that has no bad aftertaste and no artificial sweeteners i found it with the zevia brand of no calorie sodas the black cherry soda is one of my favorites and tastes like regular soda it is cherry licious,3,"diet soda,cherry soda,soda cherry"
258612,B007QTQ95I,A2MDAFKCPAY4C,Ztheman99,0,1,5,1322006400,Awesome,"I've purchased these twice before and found they are delicious and awesome, dry very flavor full and just right. I placed my next order already.",positive,i ve purchased these twice before and found they are delicious and awesome dry very flavor full and just right i placed my next order already,-1,"dry flavor,twice delicious,flavor"
499326,B000LKYTRY,A2GP6XJ1V3MM3L,"Roxanne Mchenry ""eBook Publishing Expert, Wri...",5,5,5,1300320000,Quality Kombu that Makes Delicious Dishes -- High in Iodine and No Fishy Taste,"I've used Eden Foods Kombu for years to make Japanese soup stock for Miso Soup and as a natural flavor additive to any dish. It's very shelf stable and keeps for years, if you just want to have some in the pantry. I used it recently to flavor the stock for my standby Portuguese kale soup, with no fishy flavor at all unlike you get with nori -- my soup was delicious as ever.<br /><br />With the concerns about getting iodine in your diet naturally, I used this kombu to cook rice and make a meat chili with canned kidney beans and diced tomatoes. Adds more flavor to anything boiled (it does contain a natural MSG from the sea) and sea minerals like potassium and calcium to your food besides the big iodine boost -- I completely recommend it.",positive,i ve used eden foods kombu for years to make japanese soup stock for miso soup and as a natural flavor additive to any dish it s very shelf stable and keeps for years if you just want to have some in the pantry i used it recently to flavor the stock for my standby portuguese kale soup with no fishy flavor at all unlike you get with nori my soup was delicious as ever with the concerns about getting iodine in your diet naturally i used this kombu to cook rice and make a meat chili with canned kidney beans and diced tomatoes adds more flavor to anything boiled it does contain a natural msg from the sea and sea minerals like potassium and calcium to your food besides the big iodine boost i completely recommend it,19,"iodine diet,iodine boost,foods kombu"
29412,B000PDY3P0,A2K9BQAJOSLOXW,Mrs. G,0,0,5,1324512000,Awesome Taste,I would say this is the best tasting popcorn  have eaten.  It to me is better than movie thearte popcorn.  It has the right mixed of salt and oil to give it a really good flavor,positive,i would say this is the best tasting popcorn have eaten it to me is better than movie thearte popcorn it has the right mixed of salt and oil to give it a really good flavor,22,"tasting popcorn,popcorn right,thearte popcorn"
334121,B001EQ4ATQ,AE88YOLLFI9Z2,Amber Hathaway,3,4,4,1267660800,"Always an excellent and delicious cereal, if a little ""crush""-y","I love Cinnamon Toast Crunch, and somehow I doubt that people decide to purchase a particular cereal based on customer reviews on a website, so I'll spare you all my warm feelings about how tasty the cereal is.  But believe me, it is AWESOME.  That being said, I've ordered several multi-packs of cereal from Amazon in the past, and each time I find that at least a few of the boxes look like someone sat on them before they got put in the larger box.  The cereal is fine, but the boxes always look distressed and mildly crushed.  It's annoying to get items that are already damaged, and even though the food is okay, it still bothers me a great deal.",positive,i love cinnamon toast crunch and somehow i doubt that people decide to purchase a particular cereal based on customer reviews on a website so i ll spare you all my warm feelings about how tasty the cereal is but believe me it is awesome that being said i ve ordered several multi packs of cereal from amazon in the past and each time i find that at least a few of the boxes look like someone sat on them before they got put in the larger box the cereal is fine but the boxes always look distressed and mildly crushed it s annoying to get items that are already damaged and even though the food is okay it still bothers me a great deal,11,"tasty cereal,box cereal,cereal fine"
449634,B001D0GVAO,A1W9C4TZA5YCBL,"buddaman1260 ""buddaman1260""",0,5,2,1261872000,not so jazzie,this coffee leaves a nasty after taste!  i will not buy again.i found another that you can buy right here on amazon!,negative,this coffee leaves a nasty after taste i will not buy again i found another that you can buy right here on amazon,1,"coffee,coffee leaves,taste buy"
