text,actual,predicted,transformer_pred,transformer_correct
my dog likes to chew it but it s heavy weight even for this petite size it s almost like of her lunch but it s very safe to use my dog got choked often when she was chewing the rawhides or pig ears but never had problem with this one howwever it s quite thick and dense wish they could make the shape flat and thin that way it will provide longer chewing and more fun my lb dog consumes it in less than seconds she got a pack of trixie dentafun kauchips g made in germany from my best friend the trixie chews are superior than any existing dog dental chews in the us market but unfortunately we don t have it here,positive,neutral,negative,False
good product but expensive would be cheaper in my local co op i do not understand why this is so expensive but i needed for my gluten free pantry flours michele,positive,neutral,negative,False
two years of trying just about every coffee offered in k cups and this flavor is by far our favorite we keep it stocked in the pantry at all times our second favorite is a seasonal flavor island coconut and we look forward to that being available usually in the spring k cup prices vary not only from different sellers but at different times however it seems that amazon s prices are always sky high compared to other places prime membership or not the prices here aren t doing you any favors if you like this coffee hunt around i get free shipping next day delivery and pay box of or less no matter what brand or flavor i m ordering sorry amazon while i do most of my shopping with you in all categories this isn t one of them even though i keep checking back and hoping your prices on k cups become more competitive,positive,neutral,negative,False
this is not a bbq rub it has a real kick at the end which was spicy but not in a good way threw out the rest,negative,neutral,negative,True
this is the second time i have ordered this and i love it i mix it with yogurt and it s really good much more reasonably priced too hope they keep having it at the fair price they do now,positive,neutral,positive,True
i love this stuff i use it all the time for piping gel transfers on cakes with water to make it look more real i posted a few photos on here of my hawaiian themed birthday cake that i made for y all to see i used blue tinted piping gel for the waterfall be careful when tinting the gel though as it colors really well,positive,negative,positive,True
this sauce is low in fat g sat fat low in sugar g serving very very tasty packaged in hard plastic jars that can be microwaved or put in freezer the puttanesca flavor is authentic with lots of olives and capers in the sauce buy this,positive,negative,positive,True
omg they are delicious its like filo dough with a cinnamon taste they shipped it so quickly before i knew it it was at my door well worth the money it averages out to around a box what a steal,positive,negative,neutral,False
i m a fairly awful and dedicated coffee snob but i go through so much coffee i thought it was worth giving a product that doesn t start with an s a try just to give my wallet a little relief granted if i m going to unnecessarily spend money on anything it will be good coffee i do have a strong preference for thick and smokey french roast flavors in the morning that linger with me and i grind the whole beans like i m making expresso anyway short story is that i m on my fourth five pound bag for me that s an very favorable review,positive,neutral,negative,False
it help clean the hard water out in my dishwater it did not work as good as i thought it would but i am sure it had nothing to do with citric acid crystals,positive,neutral,negative,False
well let me state first that we like this natural sugar that said when we received it it must have come in contact with dampness either from the manufacturer or via shipping each bag of sugar was hard we had to bang it on the counter many times to break it up have had it once before and it was fine wasn t hard or lumpy but still smelled weird now for the unpleasant part it does not smell like regular processed white sugar from supermarkets it has an odor of cat pee which i thought very peculiar although when you use it to cook with or put it in tea coffee cereal this odor disappears completely i guess it s the nature of the unrefined processing it s actually stronger than white sugar you don t need as much and we will buy it again just don t have a sensitive nose or keep your nose out of the sugar jar and you ll be just fine,neutral,negative,negative,False
love this stuff im full for hours after i drink a protein shake with added salba ive bought both seed and ground prefer ground though seed yealds more when self ground in magic bullet,positive,negative,positive,True
i do not believe the first two reviews are real someone that would actually want to purchase un roasted yirga would know better than to roast it to city sounds like salesmen who know nothing of the origin,positive,negative,negative,False
this is a very good product but i have had problems repeatedly when i order this product through amazon frequently one of the canisters in the pack of is damaged and the product is leaking i have alerted amazon of this problem and they have been great about refunds but i wish they could prevent this from occurring so that i don t have to keep re ordering more product,neutral,negative,negative,False
this bbq pork jerky is pretty good it s moist and chewy it s not dry at all flavor is good not super salty like most jerkys,positive,neutral,positive,True
i love the flavor of maranatha it has a distinct almond flavor if you are looking for a peanut butter like flavor go with barney butter however i like the almond taste of maranatha almond butter if you aren t sure try it a small jar at your supermarket first i read reviews that it tasted rancid which is not the case although if you expect this one taste just like plain peanut butter you will be disappointed,positive,negative,negative,False
if you notice all the bad reviews are from people who seem not to understand there are k cups and there are coffee pods totally different systems by their inability to read they create a negative view of this product the coffee is excellent and much cheaper than k cups not sure it is as good as java one sumatra coffee but pretty darn close for those who own pod brewers this is worth a try for those of you who own keurig k cup brewers be a little smarter and don t knock the product because you can t read or don t know the difference between k cups and coffee pods it is not the products failure,positive,negative,positive,True
this tea tastes great in my opinion but is usually a little pricey if you buy it at a convenience store buying in bulk makes it much cheaper ounce for ounce to the other reviewer that is inexplicably penalizing this product because it calls itself organic keep in mind that there s a lot more to tea than just sugar drink your tea in moderation if you re worried about calories,positive,neutral,negative,False
the following are quotes from the box of marley coffee count single serve pods ethically farmed artisan roasted exotic floral and berry flavor small batch roasted fair trade certified usda approved so far that s all good now for the real test how does it taste what s the aroma like for the coffee lovers in our house everyone this coffee got five stars on both those counts the aroma is rich and strong and gets you moving toward the kitchen in the morning if someone else has brewed the coffee of course the taste is robust and full bodied providing that perfect morning coffee fix so many of us need though i didn t detect any floral or berry notes i did notice that there was a nice smoothness and no bitterness overall this coffee is good stuff from the way it is farmed to the way it tastes recommended,positive,neutral,positive,True
i originally bought these chips because i d heard great things about the company and their customer service but i was a bit underwhelmed with the taste of the product pro lower calorie baked not fried this is definitely a huge plus con i was expecting something more potato ey instead of being made with potato bits or mashed up potatoes it s mainly potato flour and starch therefore the potato flavor is lackluster to non existent they re more of a delivery method for the flavoring than a tribute to the great potato the salt and vinegar flavor wasn t as strong as i d hoped especially since more salt and vinegar wouldn t really increase the calorie count very much also because the underlying chip was kind of bland more flavor would have been beneficial overall a great snack alternative to chips i would recommend it for anyone who loves snacks with the texture of cheetos and those puffy rice crackers if you re looking for something with potato flavor as well as salt and vinegar you might want to look elsewhere,positive,neutral,negative,False
i like this product but amazon s delivery required about ten days i ran out of coffee waiting for it and had to purchase more locally amazon s pricing was therefore no benefit,negative,positive,negative,True
i did not like these beans and won t be purchasing them again they were bland even after adding salt and jalapeno peppers they also had a weird aftertaste,neutral,negative,negative,False
i don t like strong coffee so this wasn t my favorite if you like a bold coffee you will like this one my son likes it recommended it to me i sent them to him,neutral,positive,positive,False
my cat loves this stuff the nutrition is fair and it has alot of juice in the packet it is a mixture of chunks of meat along with some shreads it looks like real shreds of chicken the sale price here at amazon was awesome less than half the price at my local stores for a whole case i never have any trouble getting all of the food out of the pouch it all slides right out this particular flavor though for whatever reason does have a bit more product in the pouch and to make things easier when opening i usually just cut the top off to avoid any messes while tearing open or i tear from one side half way and then from the other side the rest of the way and the entire top comes off then if there are any dribbles then it is just a tiny bit on the side of the pouch and not on my hands at all and i do not get splattered with it for some reason the top usually never tears cleanly the whole way across if you try to tear it from one side only and it can be a little messy if you re in a hurry it is not like it makes a huge mess though anyway just a few drips here and there maybe cutting the top off instead of tearing it solves that though the other whiskas pouches that i like to use are the choice cuts varieties they have nice big chunks in them instead of a bunch of mush or all shreds my cat likes the chunkier ones better,positive,neutral,positive,True
i originally purchased only of these for my labrador because she loves her kong so much my border collie mix could usually care less for such things however when the treat ball arrived they fought over it so i had to buy another one unfortunately they still bicker over them which is odd because my dogs never fight with each other so we ll see it may be a toy that only gets put down when i am home to watch them but judging by their behavior this treat ball is the greatest thing ever,positive,neutral,positive,True
graham crackers the way they are meant to be light crispy and with just the right amount of flavor or maybe it s just the adult version of graham crackers i also provided the nutrition data pic there fyi ingredients graham flour whole grain wheat flour whole grain rolled oats evaporated cane juice safflower oil honey raisin paste brown rice syrup leavening baking soda monocalcium phosphate sea salt cinnamon vitamin e to help protect flavor contains wheat,positive,neutral,negative,False
bought some chinese made rawhide bones a few months ago and it make one of my dogs sick won t be giving them rawhides any more they love these sam yams i just wish they would give them a little longer chew time i try to find them for less than bag retail on these is too much,positive,negative,negative,False
when i first glanced at this item my first thought was a nehi orange type soft drink however it is made of fruit juice with carbonation added it tastes way too sweet for my taste buds much more than regular oj in fact it left an aftertaste in my mouth and i had to brush my teeth right after taste testing it i ended up mixing the rest with a shot of vodka and it made a great screwdriver with a kick of carbonation,neutral,negative,negative,False
as i dog trainer getting a dog to come when called can be challenging but these are my secret weapon in the war of coming when called dogs come running these are definitely staying in my dog training toolkit,positive,neutral,negative,False
i was looking to buy this stock in bulk to save money as the previous poster noted it s great for using in recipes using it my broccoli soup instead of chicken stock takes the faintly gamy flavor out and makes it pleasanter but as of this writing kitchen basics wants per item for this pack that s insane at my local grocery which is not exactly cheap these containers of stock are around just wanted to make shoppers aware not to fall for the idea that you ll be saving money by purchasing it here in bulk,neutral,negative,negative,False
the ingredients price almost seem too good to be true that s my main thing lol but basically i tried this food out because i am a vegetarian because i do not like the way livestock is raised and what not it may seem stupid but switching to a fish based dog food is much more appealing to me than random parts of abused lamb chickens etc not that my dog cares when i opened the bag the biggest thing i noticed was the smell not overly appetizing for me but it smelled like food burnt toast mostly but it didn t smell like greasy crap like most dog foods do my dog also noticed this and was reluctant to eat it the first day she has warmed up to it a bit she still eats smaller portions but i believe that is because it is probably higher quality and she might feel full sooner,positive,neutral,negative,False
our boxers were super excited to have these bones they ate the whole thing the bones didn t upset their stomachs we will definintely buy these again,positive,negative,negative,False
i have dogs and even though one was not interested the other were they had fun trying to figure out how to get the treats even to trying to get me to get it for them ha however once it was figured out they had fun eating the treats i will warn multi dog houses you might try this on a individual basis of my dogs who normally don t fight over food at all got a bit possessive of the toy also do not leave unattended so it doesn t get chewed up otherwise i say go for it it is a good thinking dog toy,positive,neutral,positive,True
walkers royal toffees is a fine quality product that we enjoy very much we first experienced these toffees at a retail store that we frequent we tried to find a way to purchase some for aouselves which proved rather difficult we did a serch on the internet and found they could be obtained through amazon com after several attempts due to availability shorages we were able to succsesfully completre an order and was able to receive them we highly recomend this product,positive,negative,negative,False
i bought these thinking they were made exactly the same way as the individually wrapped macaroons i was disappointed they do not taste the same there s a slight flavor of preservatives or something that s off anyway i used to eat ounces individually wrapped ones per day when the local grocery store ran out i ordered these it s been almost two months and i ve only eaten of the cans ounces pound the ingredient list for the product is also incorrect the canned macaroons have the addition of evaporated cane juice whereas the wrapped ones have only honey as a sweetener,neutral,negative,negative,False
if you re accustomed to a typical american diet of sugar and salt and grease you re first impression might be that these rice cakes taste like packing peanuts and that might be your second impression too however once you put a few miles between yourself and the typical goo and glue diet you may grow to like these rice cakes the caramel flavor is my favorite but the apple cinnamon isn t too bad either they re good snacks and they re fairly healthy and they re good for your body and digestive system to my horror i see that they re sweetened with high fructose corn syrup which is mighty disappointing i d think that the demographic type that s interested in eating rice cakes is also going to be the demographic type that s sophisticated enough to read labels and sophisticated enough to know that hfcs is a dirty word and an unhealthy sweetener i wish these mega monster corporations would go back to sugar and just add the th of a penny cost to the retail price it d be worth it to me and others who struggle to keep their weight normal,positive,neutral,positive,True
i have purchased a lot of citric acid from iffy sources and been disappointed by it s lack of purity so i was very happy to see amazon carrying a good quality citric acid at an affordable price the granules in the spicy world citric acid all seem uniform important when you want consistent results the color is good no yellowing it wasn t clumped or sticky i will definitely buy this again,positive,neutral,positive,True
flavor was light and the syrup was thin people used half the bottle in one sitting would not buy again not worth the money,neutral,negative,negative,False
ok flavor tasted too much like bacon bits i got it on sale and an extra off that made it worth it regular price is way too high,positive,neutral,negative,False
you won t find this on the shelf but md s and parents should know it is out there i am not a medical professional i have children who had sever allergies to all the normal formulas milk or soy based as well as alimentum nutramigen and pregestimil i found it absolutely ridiculous that none of our pediatricians had any knoledge of the formulas out there and that i had to educate them but if i had not been proactive my children would of suffered more then they did or possibly failed to thrive live with all children i tried the normal formulas first then proceeded to the hypoallergenic i thank god i found neocate wow it was a life saver for my kids no more vomiting diaper rashes yeast infections thrush cramps bloating gas screaming in pain it was wonderfull not having infants toddlers who screamed in pain hours a day my children thrived on neocate where they had done poorly on the other formulas however my children did not tolerate the dha ara additives thankfully back years ago neocate could be bought without it the manufacture of this formula nutricia advanced medical nutrition has a large line of products to meet special nutritional and medical needs of infants children adults it had to be obtained by prescription and medically necessary to get insurance to pay for it,positive,negative,negative,False
a good snack but became sick of it the sticks are about inches in length a pack of seems like a lot for a fair price,neutral,positive,negative,False
this tea gets diluted out by the ice and ends up very weak not good at all as an iced tea great as a hot tea though,negative,neutral,negative,True
for those individuals who must limit or eliminate wheat from their diet this is a very good choice it cooks up quickly and creamy with a good hearty taste,positive,neutral,positive,True
i would say that overall this product needs better label and directions on it s use on the actual product after looking it over for about minutes i didn t see one direction on how to use this oil i marked it down from five to four stars to the lack of directions i marked it down further from four to three stars after i did test it on my hair when it was dry and it left it looking greasy and when i tried to curl my hair later the effect of the product left my hair hard to style the product itself says it can be used on wet or dry hair but with my hair i don t need a lot of oil on it and even using the smidgen of oil that i did i just didn t like the results i finally after some trial and error figured out the best way to use this product after washing and shampooing i used the clear scalp hair beauty therapy to oil my scalp after massaging this into my scalp for about ten minutes i promptly took out a blow dryer and dried my hair while brushing it with a soft bristle brush after about minutes of this with my hair completely dry my hair was transformed into shiny straight hair that looked like it had been through a deep conditioning treatment i usually only get results like this after going to my hair dresser and three plus hours and about later my hair is done i know other reviewers thought the product was misleading but before obtaining this i looked up the product and found that it was meant for ethnic hair i would strongly recommend using this only as a oil for ethnic hair also i would recommend only using this on wet hair and after going through your usual shampoo and condition regime with your hair,neutral,negative,negative,False
i bought this seed to make centerpieces for a safari themed baby shower i did a test run with one planter last week they sprouted beautifully and close to germination the grass is tall and healthy within only days,positive,neutral,positive,True
are glucose syrup and evaporated cane juice just because these ingredients are organic doesn t mean they re healthy i worry that we are giving our kids the implied message that sugar is good we already eat a ton of sugar as a nation and i don t have to mention what our obesity rates for kids are why can t we get a wholesome alternative that doesn t have a ton of sugar in it,negative,positive,negative,True
this mac n cheese is adorable with all the bunny and carrot shapes the quality is also very good but i feel like it tastes very flat,neutral,negative,negative,False
this flour tastes great but doesn t seem to have the best result when used by itself i had high hopes after reading the reviews and my first attempt pie crust was a flop the dough wouldn t stay together to even think about rolling it out so i patted it into the pan and it tasted good just crumbled i then tried it in crepes and added xanthum gum and it seemed better but still not great my best success with it has been using this and bob s red mill gf baking flour along with some xanthum gum the results are terrific great taste and texture,neutral,positive,negative,False
these didn t taste like i was eating a brownie but i never expected it to the chocolate does have a bit of that healthy flavor that s familiar in meal replacement drink mix products there is a bit of real chocolate taste to it and the texture is satisfying the bar has a chewy and slightly crunchy consistency i love that it requires a bit of chewing and has a good enough flavor to enjoy it i wouldn t consider this a snack though at calories a bar it s probably a meal for any one watching their weight or like me trying to lose weight these go great with a hot cup of coffee in the morning or a cold glass of water for lunch i do feel full for hours after eating one of these sometimes longer i was a bit disappointed that this no sugar product had carbs there is grams of protein to help even it out but only grams of fiber it d be nice if these had some extra fiber to them or simply less sugar substitute i would say as a rough average there s about net carbs per bar not bad but i was expecting less i suppose many people subtract all the sugar alcohols from the total carbs however maltitol is awfully close to sugar so i don t feel that would be accurate i enjoy the flavor of these and will probably keep them in rotation since they do have a nice price compared to other meal bars i hope thinkthin expands their flavors i would love to see what they could do with tropical flavors like coconut their lemon one is on my must try list definitely a product i can recommend for those who like chocolate mine came with an expiration date months away and seemed fresh i didn t experience any discoloration on them or have any stale bars i don t know if amazon thinkthin has solved the issue or it s a luck of the draw type thing though,positive,neutral,positive,True
the sign of a good earl grey tea is the use of real oil of bergamot not just flavoring bergamot is a yellow citrus fruit in the orange family native to southern italy the fruit is considered inedible however the oil extracted from the skin has been the foundation of the cologne industry for many many years higgins burke earl grey is provided in individual foil wrapped tea bags open a pouch and you are immediately aware of the distinct aroma of bergamot higgins burke chose asian black tea as the base for their earl grey unfortunately the tea is almost dust and somewhat weak if you allow it to steep long enough you can end up with a drinkable cup of earl grey if they had chosen a better tea base the beverage could be better,neutral,negative,positive,False
i found the packets at walmart for cents i believe but when i went back a week later they didn t have anymore i also checked cvs and walgreens and they didn t have it either i was so happy i found it on amazon and in cans which i think is a better deal than packets because you get more product this is definately the best hot chocolate i ve ever had the peppermint isn t over powering like most peppermint hot chocolates i ve had i ll definately be buying more when i run out,positive,negative,positive,True
i found the sesame bagel crisps as fresh as those purchased locally very flavorful eaten as a snack but not so overpowering that the chip fights with a dip or spread actually too good no worries that they will go stale because the bag is emptied too soon only problem was that amazon shipped in the original case meant for store display which means there s a large perforated flap across of the front of carton opened during shipping and front bags were bagel dust rather than chips back bags were fine for party fare,positive,neutral,negative,False
i hesitated about ordering food on line with some of the other questionable reviews about freshness of the product but i was desparate to fine this product as my local stores had quite carrying them was pleasantly surprised that all the boxes were tasty and the order arrived quickly,positive,neutral,positive,True
i reviewed werther s original chewy caramels caramel chocolates and creamy filled hard caramels as a bzzagent and found the chewy caramels came a close second to the original hard candies still has that great unique caramel flavor from werther s but now in a chewable form i prefer the original hard candy as those little gems last a little longer but these are a nice second choice,positive,neutral,positive,True
i love this candy it has a pleasant mildly sweet rice flour taste and the texture is similar to a powdered soft gummy bear the melon flavor is mild and sweet not sour this candy may be an acquired taste for someone who is accostumed to mainstream super sweet american candy the texture may take some getting used to and the taste of rice flour may not appeal to some all that said i ve been trying to find this candy for several years but because i didn t know the name of it i ve been making do with my memories now that i ve found a merchant i plan on buying a stockpile,positive,neutral,positive,True
at first it is not so hot but it grows on you i added a very tiny amount of honey in warm water to mix dash of salt too like it so much i made up the entire jar like that and kept it ready in refrig i put it on apple slices as a pm snack or mid morning break spreads nicely on an apple unlike real pb love not getting all those calories,neutral,positive,positive,False
for me the tea has light taste i drink it once a day for about months hoping to have better hair and nails after seeing it on dr oz so far i haven t seen the result yet but i m hopeful,positive,neutral,positive,True
my mother in law bought these from our vet the other day because they aren t fattening and are good for teeth my dogs love them i have two labradors but yesterday i gave them each one to chew and my chocolate lab choked he was gasping for breath and fortunately threw up the chew and his breakfast i say fortunately because i suspect he would have choked to death otherwise my other lab threw up over night and i suspect it was from these chews i m getting rid of them and won t buy them again these things should come with a warning label,negative,positive,negative,True
i received my bag of kind healthy grains clusters free from the amazon vine program in exchange for writing a review we eat cereal for breakfast a couple of times per week and i m always looking for one the kids like that isn t half sugar and artificial colors i was really impressed with the ingredients in this product non gmo flax seeds amaranth quinoa oats millet and buckwheat no artificial ingredients preservatives or coloring and it s sweetened with evaporated cane juice and molasses and not the dreaded hfcs it s high in anti oxidants omega s and fiber and is low in salt and fat it has a very nice cinnamon flavor too overall it s a very good choice for snacking or as cereal they need to put it in a box or some other container because my bag arrived with all the clusters broken into small pieces there was no way to eat this except as cereal with milk or sprinkled on food we had some on yogurt it tastes really good with complex flavors from the various grains the kids like it too,positive,neutral,positive,True
the food we used to give her which was supposed to be good for dogs would sit in her bowl sometime for days now when she hears the bag rustling she is standing by her bowl waiting to eat it,positive,negative,negative,False
the matcha came promptly there is plenty of it those are the positives the color of the matcha looks nothing like the photo it is a deeper darker more muted green it tastes similar to what it looks muddy sort of like dirty grassy water i have purchased much higher quality matcha at very reasonable prices for oz in japanese markets in nyc and l a i purchased this to drink every morning and to use in cooking and frappuccinos so far it is best for frappuccinos where the flavor is enhanced with plenty of sugar and mimic cream almond cashew cream substitute i would not recommend this product either spend more or keep looking good luck,negative,positive,neutral,False
this used to be the real great one in northern italian style espresso half the price of illy normale and more consistent but that s apparently all over now i have just had exactly the same experience as d cocco reports above the coffee was stale and completely changed way overbalanced toward one particularly strong flavor i sent a respectful email to them about this and received no reply it wasn t necessary to pay the premium price for imported italian coffee anyway it s just that this one was a particular favorite so i d spring for it once in a while but there are better choices and for a lot less dean s beans for instance,negative,neutral,negative,True
i wouldn t try this cereal if i were you because it is addicting i love it,positive,negative,positive,True
i love to use these pretzels to decorate and give to friends and family during the holidays i just recently bought cases boxes all of which contained at least broken pretzels each bag only had whole pretzels in them i m glad that amazon was able to working with me on this dilemma but i am still exremely disappointed with the condition in which these were received,negative,positive,negative,True
i bought these cookies for someone with celiac disease who needs to eat gluten free not only did he love the cookies but so did everyone else that tried them these cookies are not a compromise but a delight,positive,neutral,positive,True
i really like this very delicious cocoa no question about it that s why i gave the product itself five stars but a bullet on the product description page states specially designed packet to be used with any keurig machine and the rest of the description and other comments emphasize some intrinsic keurig connection that is misleading the only connection with keurig machines or their k cups is that keurig packs sample packets in with their brewing machines this product is simply a box of single packets that each create one ounce cup of not overly sweet cocoa from any hot water source tea kettle microwaved mug of water etc milk is not necessary as milk solids are some of the ingredients as for amazon s price i buy the same box of packets at smart final stores a west coast chain for under,positive,negative,negative,False
i love tortilla chips just good ol fashioned corn chips with salt on them i was curious as to how these fancy tortilla chips would fare before even tasting these chips the bag shows that the company is serious about freshness it s tough and a little slippery i almost couldn t open it by hand the chips are little hexagons about in diameter with the various seeds clearly visible in the chips while the corn flavor is dominant the various other elements of these chips really blend well to give them a unique flavor they re not overly salty indeed if i had any quibble it s that a little more salt would be appreciated these chips would be an excellent choice for finger foods for a higher end dinner party a date or just an evening when you want to treat yourself,positive,neutral,positive,True
and we find her here upon this grand amazon each day morinu feeds me like my own nourishing mother cherishes and consents my whims with this wonderful food eschew all animal byproducts and cadavers this tofu is a strengthening food fit for human consumption and so convenient from our mighty amazon sent right to your front porch or in my case post office box with free shipping rather than driving thirty to seventy five miles for the same product at three times the price plus gas this is fit food for humans food for which our bodies are created food which feeds us rather than kills both the source and the consumer you may read here written by the self deceived that this tofu is too mushy for firmness and that it must be pressed between towels before cooking to them so confused i ask cooking each day at least once a day i draw forth my serrated knife and one sacrificial box of this excellent tofu and i without remorse slice a hole in its top with great tenderness and care and gratitude releasing only the slightest and most apologetic gentle spurt of clearest liquid and this with a certain yearning i do not observe the indications written sternly upon the short edge of the box but lie this box gently down upon a smooth flat slab of wood with the face up and take the knife very gently sliding upon on edge of the top the very belly of the box and then upon the other edge of this top and then most gently along the bottom edge of this top each time releasing apologetically the slightest hint of a clear liquid revealing thusly by means of these three slits the gentle hidden secrets of the box the soft white substance lying shyly within awaiting with embarrassment our further processing i feel the need to explain this procedure with greater care and attention the very tip the point of the knife uncovers tenderly a certain point a certain distance from the corner of the broad top of the box the side with the picture and product label as pictured here the side which reads morinu the broad flat side laid flat the very tip of the knife i say discovers probingly a certain point near one corner which offers the proper resistance without too great a resistance without too little a resistance to penetrate this membrane too close to the corner is found to be too hard too resistant too unwilling although most convenient for the later proceedings too distant from the corner implies simply random slashings without specific purpose and our purpose in this procedure is most serious most purposeful intent in a word therefore the point of the knife penetrates the membrane slowly yet purposefully as close to the corner as possible penetrating as deeply as possible without piercing the wooden slab beneath a certain spurt of clear liquid may emerge but let this prove no inhibition as the knife reaches the depth of the box slowly withdraw the knife slowly at a diagonal allowing the serration softly with friction to continue to separate a slight slit along the ege of the box slowly resolutely but patiently with purpose as the serration creates an ever longer slit along that edge as closely as possible continue from this first slit along the the contiguous edge of the top of this box and then the third edge inserting carefully your knife and slowly withdrawing with a friction sufficient to separate the membrane without shredding without eliciting over muchly the clear liquid which may spurt forth let us call the top right corner of the box point a the bottom right corner point b the left bottom corner point c and the upper left corner point d begin to pierce at point a proceed in turn to b to c ending at d forming this a slit along the three edges arriving at point d withdraw the knife completely wipe the blade with a soft dry cloth and set it aside for cleansing we now may lift the flap thus created exposing the delicate white contents within i feel remiss if i do not address a probable misconception here writtenonly for the rhetorical convenience and i feel compelled by the necesity of correcting this counter indication no matter how unclear this may be due only to my severely limiting literary incapacities employing the same alphabetical coordinates as described above the consumer may discover this procedure far more efficacious to begin at point a and proceed gently yet firmly to point b as described divergently however please proceed to point d and then directly by knife edge to point c parallel to the line ab already created yet along the opposing edge having thusly formed two parallel slits find the midpoint between point b and point c as close to the edge as possible probing and then plunging the tip of the knife through the cardboard membrane through to the bottom of the box but now with an orientation perpendicular to that previously used in the formation of lines ab and dc withdraw slowly delicately yet with sufficient friction at an angle to proceed effectively to the corner at point b withdraw completely and reverse the knife blade returning it deeply at the midpoint previously entered withdraw once more with similar care and opposite diagonal completing the slit thus formed entirely to point c i am confident the consumer may discover this procedure far more delightful and effective than any here previously described firmly we roll back the top flap created by the three slits proceed mercilessly proceed not frenetically but ardently nevertheless to dice within the selfsame box her contents slowly gently but decisively the fresh tip of my serrated knife which in recent memory has touched no animal part but vegetable alone and never shall become so adulterate with the blood of the animal with the dairy of the animal this sanctified and reserved and faithful tip having never known in any sense animal but only vegetable purified thus unadulterate this sacred knife dares therefore pierce this gentle pure white tofu into a ruthless grid of slits fully through to the bottom box plunging first vertically in rhythmically repeated rows spaced gently a few centimeters apart and then relentlessly horizontally pushing ever so softly through the yielding unresisting white tofu laid back upon the flat slab awaiting without a word this process with utter patience yielding completed this repeated slicing back and forth up and down across and through and through i lift in one hand upwards the entire box gently yet unrelentingly over the recipient reserved for this purpose alone most often it is the daily lunch container reusable with soft top to receive the more securely and gently this daily offering removed demurely from its box as cautiously as a hermit crab from its borrowed shell vulnerable by exposure with one finger one may remove whatever residue remains relunctly within the package passing it reassuringly into the ultimate recipient lime juice freshly squeezed upon the tofu deposited there as ablution meets fragrant sprigs of fresh green cilantro mated with whole corriander seeds oz and a generous ladling of the eden organic garbanzo beans ounce unit pack of also available upon this generously nutrient amazon this is a meal in itself and comes most welcome at noon at night rather than such a cold lunch in this cold winter a warmer meal is wanted and so this gentle and yielding box of nutritious tofu might discover herself pushed gently into a saucepan of simmering miso soup such as perhaps shiro miso paste non gmo no msg added this miso soup would take far greater space to describe here in the making from this container of miso paste draw forth a goodly spoonful to introduce slowly most politely into a gently heating small saucepan of water later in place of seaweed and to deceive my own palate i place those small flat spinach leaves available in the organic department of your local market perhaps with the results of a small onion diced very carefully in the manner approved as described above or green onion when quite ready for dinner i add last of all to this essence this gentle box of tofu sliced as described above with great and tender care leaving it bathing one might dare say only long enough to warm through and through before eating a veritable meal in itself there are so many other manners in which to use and to abuse this pure white and utterly nutritious gentle product and i can only with my utmost recommendation say and this with my greatest gratitude that here at long last we may know a food most willingly fit for our human consumption and one most readily available upon this wonderful amazon,positive,neutral,positive,True
product is worth the money but expect a few to be damaged which makes it a bit messy you will have to rinse them all off but good product bad packaging,positive,negative,negative,False
i gave up coffee a little more than a year ago and have been shall i say adventurous in my pursuit of an alternative i ve become a fanatic tea drinker and find that only those with natural ingredients are worthy stash makes a phenomenal lemon ginger tea but this chocolate hazelnut although full bodied leaves a bad taste in my mouth an aftertaste that is i believe it has to do with the fact that it has natural flavors no real chocolate or hazelnut here folks i gave stars because of the quality of the tea,neutral,negative,negative,False
i quite liked it the flavor is a bit harsh at first but then it becomes more mellow it is most certainly caffeinated which is good it is too expensive to buy more than once though all in all i liked it,positive,neutral,positive,True
i was hesitant to buy this at my local grocery store lunds but they were on sale so i bought a bag i ve found that going beyond the simply flavored chips like cheddar or vinegar usually results in disappointment tried the thai or asian inspired chips by target archer farms and they were awful these kettle spicy thai chips are just awesome so much so that i m considering buying them in bulk from amazon the taste is complicated and stimulates different parts of the palate the taste sensations prevalent in real thai food is baked into this chip sweet salty spicy was sour in there too i don t know but this is a well made well balanced chip that is addicting,positive,negative,positive,True
these are delish imagine a bite size version of evaporated milk in a hard candy this is what it is stars for the redonk price though what was i thinking it s a small bag of candy,positive,neutral,negative,False
my older cat loves these treats if i m having trouble getting him to eat his canned food i can break up some of these treats on top of his food and that usually does the trick he even starts meowing at me if i forget to give him one during the day he has stomach issues and this treat doesn t upset his stomach at all the treats are dried white chicken breasts that are cut into small pieces and strips it does say on the bag that the chicken is human great but i ll just take their word for it,positive,neutral,positive,True
like the others writing their comments i was intrigued by caramel apple milky ways i thought these sounded like an wonderful treat i guess we all have different tastes personally i was not at all impressed with the flavor of these they were very sweet and the flavor was not appealing to me i m glad i only purchased two bags of these i knew the quantities were low when i ordered i thought if these were as good as i had hoped i would wish i had ordered more before they were all gone i m so glad i didn t i will be adding the reminder to the trick or treat bags for the kids on halloween,neutral,negative,negative,False
